Name,Cons_den,Duration,Assign,Ac_iter,Satisfied
dom10-var750-den0.8-seed0-ts1663305372.dump,0.1,70.22612500190735,20000,6195.6712,True
dom10-var750-den0.8-seed0-ts1663305372.dump,0.25,192.81350803375244,20000,13768.5908,True
dom10-var750-den0.8-seed0-ts1663305372.dump,0.25,185.59449791908264,20000,13768.5908,True
dom10-var750-den0.9-seed0-ts1663305586.dump,0.5,443.10096073150635,20000,36220.6328,True
dom10-var750-den0.9-seed0-ts1663305586.dump,0.5,443.2504267692566,20000,36220.6328,True
dom10-var750-den0.9-seed0-ts1663305586.dump,0.75,764.0885510444641,20000,61171.66935,True
dom10-var750-den0.9-seed0-ts1663305586.dump,0.75,764.1430375576019,20000,61171.66935,True
dom10-var750-den0.95-seed0-ts1663305869.dump,1.0,772.6739716529846,20000,71509.79825,True
dom10-var750-den0.95-seed0-ts1663305869.dump,1.0,768.8431537151337,20000,71509.79825,True
dom10-var1000-den0.8-seed0-ts1663250612.dump,0.1,109.72537612915039,20000,8322.20405,True
dom10-var1000-den0.8-seed0-ts1663250612.dump,0.1,104.23859858512878,20000,8322.20405,True
dom10-var1000-den0.9-seed0-ts1663304383.dump,0.25,334.3132028579712,20000,24544.31895,True
dom10-var1000-den0.9-seed0-ts1663304383.dump,0.25,309.5547556877136,20000,24544.31895,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,0.5,436.5370361804962,20000,39707.67805,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,0.5,437.400887966156,20000,39707.67805,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,0.75,724.9424104690552,20000,65446.1763,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,0.75,723.9470098018646,20000,65446.1763,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,1.0,1212.3896408081055,20000,-106964.9211,True
dom10-var1000-den0.95-seed0-ts1663248381.dump,1.0,1212.9517421722412,20000,-106964.9211,True
